OPUS    LOG_COL    NAT_COL    OFFSET_LOG    ANTICIPATION
1    5.3948233938658925    220.2632438213404    5.3001151934137525    0.012997641867744488
2    5.340938666083346    208.70852598659056    5.368099442068921    0.00774834322659265
3    5.383291769294959    217.73783977775676    5.345279501042444    0.011565741600347741
4    5.208927247888858    182.89774897064612    5.362282020359926    0.05989195072464307
5    4.405805350167586    81.92509467116798    4.375034031107854    0.00934025466496073
6    3.5413241592904754    34.51258911257046    3.541940217909547    0.0056895898576896356
7    3.847038968576472    46.854121102185296    3.848114783843788    0.006202976756234488
8    3.2661373639398956    26.20990424468097    3.2689818341049035    0.007511514574025304
9    2.6375253045249005    13.978568070054099    2.637041654694543    0.006679783899233543
