OPUS    TIME    LOG_COL    NAT_COL    OFFSET_LOG    ANTICIPATION_ACC    ANTICIPATION_OMEGA    ANTICIPATION_R    AGG_ACC    AGG_OMEGA    AGG_R    DCPA    CROSSING_DIST    ANT_TIME    AGG_TIME
1    55.67777633666992    8.21870884555372    3709.709481098232    8.21870884555372    0.8352831809048231    1.7460797100301968e-05    3.505437469929745e-06    15.083658112998439    8.2188523507613    8.218737655723663    0.0    0.0    2.2591691314291737    0.0002695628876318254
2    55.6397967338562    8.21717125948117    3704.0098664138695    8.21717125948117    0.8320966328599994    2.0717654799141617e-05    4.159674755615133e-06    15.05465179612941    8.21734149999875    8.21720544024102    0.0    -1.0    1.4316836633781753    0.0002699776825832743
3    55.70127582550049    8.218120113017374    3707.52609720395    8.218120113017374    0.8376634770869547    1.9233738101500086e-05    3.861598512954966e-06    15.102139182005743    8.218278178187315    8.218151848097781    0.0    -1.0    0.6290863931584649    0.00026972163479959185
4    55.569368839263916    8.217048698317669    3703.5559264732974    8.217048698317669    0.9928243758893229    1.4021962848568931e-05    2.8319532996825292e-06    16.375134943877082    8.217163917469241    8.217071968615844    0.0    -1.0    0.35778372985917334    0.00027001077338995326
5    55.78644156455994    8.224112234585094    3729.808737767    8.224112234585094    0.8251593208391054    1.773787188214322e-05    3.5607314693488363e-06    15.01031510057991    8.224258112834256    8.224141518440335    0.0    -1.0    1.457656793662103    0.0002681102625650157
6    55.6650927066803    8.220543317425534    3716.5210847312906    8.220543317425534    0.8437945390412912    1.8027066856365698e-05    3.619271890750037e-06    15.15699287662158    8.220691509709512    8.220573069806889    0.0    -1.0    1.4002425615795662    0.0002690688353977955
7    55.74103760719299    8.222217936052132    3722.750054284461    8.222217936052132    0.8353220800277894    1.899890108744893e-05    3.814454127035061e-06    15.090418124836997    8.22237414915742    8.222249299325272    0.0    -1.0    1.4281859234518406    0.0002686186247849527
8    55.65045428276062    8.220706578439255    3717.1278972641685    8.220706578439255    0.8368425771957859    2.113322253854889e-05    4.24325411303866e-06    15.100143857910712    8.220880308460801    8.220741460986256    0.0    0.0    1.4371163262415436    0.00026902491053267414
9    55.487505197525024    8.218196115218433    3707.8078880560483    8.218196115218433    0.8348463226288412    1.5027943935003116e-05    3.0167168710204115e-06    15.07912692065117    8.218319617808898    8.218220907189304    0.0    10.0    1.4125548385462012    0.00026970113614065535
10    55.50369596481323    2.2988316759552085    9.962536182260498    2.2988316759552085    0.873556004518415    2.883134112199917e-05    5.792274712004724e-06    4.306989889863012    2.29889795435544    2.2988449914197924    3.715253957775179    35.0    1.3919805495625466    0.10037604699299572
11    56.67050814628601    0.2936037468560409    1.3412523229038595    0.2936037468560409    1.0893671630520978    0.12243417283632776    0.023903198100930244    0.6134460276300724    0.32955087874400685    0.30062181538031624    27.114486794776155    81.0    2.227780338279604    0.7455718681142441
12    62.84388184547424    0.08453051110846121    1.0882060460981893    0.08453051110846121    1.1380792643834385    0.123891985423732    0.02460197907191049    0.18073293300873483    0.09500316395857131    0.08661012897368947    29.307488224323635    74.0    1.5105924606154142    0.9189436169607255
13    65.67657518386841    0.1397205888896363    1.1499524444749494    0.1397205888896363    nan    nan    nan    nan    nan    nan    27.53403416601325    58.0    1.5382896419042666    0.8696011776874691
14    97.6207549571991    -0.25704136338435174    0.7733362253003578    -0.25704136338435174    1.556521587564732    0.21051541915602207    0.04077746276382767    -0.25704136338435174    -0.25704136338435174    -0.25704136338435174    27.312749955078573    27.0    0.5621797628998899    1.4578727211191425
15    58.95583367347717    8.161561219771402    3503.652307325234    8.161561219771402    1.4113288394559405    0.17966512560727407    0.03379043857618669    19.680207944219983    9.627909141473088    8.437343952853874    0.0    0.0    0.31446972019687763    0.0002854164489750475
16    63.101895332336426    0.057337978942665596    1.0590136742387595    0.057337978942665596    1.1126040944981648    0.12291687436705244    0.024395054027650236    0.12113244908452489    0.06438578409682193    0.0587367420368082    29.892706511211856    74.0    1.5357907286825008    0.9442748704060128
17    63.409475564956665    0.1302076605039627    1.1390648975571125    0.1302076605039627    1.1219966869113396    0.12392103126673389    0.024593217813133336    0.2763002241998853    0.14634312807244254    0.13340988585967517    28.285003666462124    71.0    1.580008240740693    0.8779131041125426
18    66.20583271980286    0.04893801139446857    1.050155251062725    0.04893801139446857    1.1237425024977794    0.12523746947014333    0.02494223465928755    0.10393173478615353    0.05506688410241286    0.05015863475842829    29.387356235768095    69.0    1.6078528545712985    0.9522401559084055
19    60.89373993873596    0.05890970158885276    1.0606794587458819    0.05890970158885276    1.1341195147320546    0.1233115648388833    0.024403717308494787    0.1257203437678126    0.06617394907596584    0.06034731729315491    30.299724569457382    77.0    1.4693959266399426    0.9427918979239708
20    59.94056963920593    0.10889302456094511    1.1150430617399916    0.10889302456094511    1.1233995213390944    0.12407559699124858    0.024466175955691262    0.2312233962298771    0.12240399159152707    0.11155722046020061    29.5700425236275    79.0    1.4461602384393266    0.8968263507595211
21    57.69845962524414    0.07888848333080825    1.0820836449778113    0.07888848333080825    1.1553507348902197    0.1315553976528659    0.025461699949235778    0.1700323505214324    0.08926668912562422    0.08089711822282758    31.109636970771298    86.0    1.3127670136193617    0.92414297604554
22    74.4797854423523    -0.8103373065662197    0.44470803798034647    -0.11776520189654002    nan    nan    nan    nan    nan    nan    33.91643954504735    -1.0    4.732686814131214    8.158213112405678
23    97.47936606407166    -0.178634601818069    0.8364114667960632    0.4903051398612254    1.3866413120615162    0.04926529143365955    0.03244796253727154    -0.178634601818069    -0.178634601818069    -0.178634601818069    28.509152963856636    -1.0    5.882382363069761    2.346082496974833
24    77.87867569923401    -0.3044492379908555    0.7375294657618793    -0.3044492379908555    nan    nan    nan    nan    nan    nan    28.5442244910111    53.0    3.329666498209291    2.540833189198695
25    68.72610473632812    -0.06459734194086504    0.9374448571187022    -0.06459734194086504    0.9249434956851496    0.13735096297905602    0.032478366365417434    -0.06459734194086504    -0.06459734194086504    -0.06459734194086504    27.36404291054135    82.0    2.501904436296201    1.2336800193693116
