OPUS    TIME    LOG_COL    NAT_COL    OFFSET_LOG    ANTICIPATION_INV    ANTICIPATION_OFF    ANTICIPATION_LIN    ANTICIPATION_EXP    DCPA    CROSSING_DIST
1    30.75126814842224    10.299318337304106    29712.3581420381    10.299318337304106    0.0560705978964941    0.058287065607317605    0.009584694091762507    0.03810576415514509    0.0    -1.0
2    30.641615867614746    10.293565842436813    29541.928621777242    10.293565842436813    0.0442180087033717    0.046014617824910266    0.010350983470816434    0.030431047965860745    0.0    -1.0
3    30.71261954307556    10.310650302647428    30050.972514392928    10.310650302647428    0.028716247763042803    0.031420586218995634    0.03603575646939996    0.032463315015801665    0.0    -1.0
4    30.69780683517456    10.295362394399314    29595.049934930597    10.295362394399314    0.0070750966221039165    0.0069107454197082745    0.006675290996245907    0.006845415772344292    0.0    -1.0
5    30.844404935836792    10.311325120151071    30071.258280472346    10.311325120151071    0.05776456687288739    0.060602550549510366    0.031464796063335694    0.04386471445873343    0.0    -1.0
6    30.686697244644165    10.300543031367821    29748.76898219254    10.300543031367821    0.04733502715665574    0.049082589231465204    0.009116994868556728    0.03261421687847335    0.0    -1.0
7    30.664910554885864    10.296985864779263    29643.13564419399    10.296985864779263    0.04477710813479505    0.046397144353703186    0.0073210833654946674    0.03078438843832616    0.0    -1.0
8    30.513819932937622    10.296801008394727    29637.65642776214    10.296801008394727    0.03892358930511843    0.04040663449994482    0.005125187408746358    0.026424957641434453    0.0    -1.0
9    30.66308569908142    10.295111377544242    29587.622010876312    10.295111377544242    0.046966286557198325    0.04876024247808312    0.005559804388862078    0.03177914256733123    0.0    -1.0
10    30.852890253067017    4.70650879713183    110.6651302791003    4.70650879713183    0.061073612387656524    0.06298669893992033    0.008519453716379083    0.04267210605652414    2.664554152203422    -1.0
11    30.805784702301025    10.215565948824793    27325.235973708845    10.215565948824793    0.033615887708396144    0.03490740540840026    0.005185463881901635    0.02283201804584118    0.0    0.0
12    30.71530294418335    10.218206128670543    27397.47483083231    10.218206128670543    0.051739394661247405    0.05396253782257334    0.012729484738898796    0.035456009568367    0.0    0.0
13    30.600096464157104    10.225128607977059    27587.79125414282    10.225128607977059    0.013636158494486406    0.013365531015603288    0.01245194463867597    0.013141575381251748    0.0    0.0
14    30.7133731842041    10.215761428598112    27330.57802675757    10.215761428598112    0.010294751425684184    0.009428191677258425    0.008071900542721762    0.009080839510759414    0.0    0.0
15    30.598270893096924    10.219774869796634    27440.48810587612    10.219774869796634    0.03992364843884265    0.0414772408668153    0.0067733258198288526    0.027084213403118614    0.0    0.0
16    30.78717827796936    10.21596454783463    27336.129956732766    10.21596454783463    0.045100729556805816    0.04689407923295892    0.00724493975373921    0.030576621453356156    0.0    2.0
17    30.8827805519104    10.21587612166825    27333.712834427017    10.21587612166825    0.05249768401507721    0.054465993705828455    0.006220888265081514    0.03565903915727344    0.0    15.0
18    30.805293321609497    10.214753475986969    27303.043978110712    10.214753475986969    0.05250563503053809    0.05464939450891793    0.006221532597166523    0.03518110954956468    0.0    -1.0
19    30.829578399658203    10.213884580118393    27279.330779640553    10.213884580118393    0.053105844480629424    0.0552062425878657    0.007213080181253469    0.035836750345477446    0.0    -1.0
20    30.772728204727173    4.9464217879590615    140.67071266267615    4.9464217879590615    0.055218584504124126    0.05750313331455419    0.009418695478281081    0.039452696444104894    1.9257402014990141    -1.0
21    37.72989082336426    4.905707442141006    135.0584222375273    4.905707442141006    0.07842315614958636    0.08221747301892104    0.04015363696783881    0.058665755578519524    1.9417464953103547    189.0
22    37.60871243476868    4.9441867072889725    140.3566533766185    4.9441867072889725    0.07375949427350756    0.07692763156599491    0.03350971783436619    0.054454840853374896    1.881307484064621    189.0
23    39.3015353679657    4.854523023978581    128.31947130477275    4.854523023978581    0.32791114645574115    0.29837994095447107    0.1885090624759968    0.28226097687854435    1.9624670246930442    56.0
24    49.085668087005615    10.087433202533079    24039.009906158986    10.087433202533079    0.7942244738990011    0.8180916817362941    0.869349390654336    0.8300884747463835    0.0    14.0
25    37.546631813049316    4.9324228700945    138.71519441491813    4.9324228700945    0.07442902089227331    0.07807536434790488    0.03892727278828241    0.055865275204037834    1.9007245386869798    192.0
26    38.58018946647644    4.907161664936163    135.25497015141377    4.907161664936163    0.09699946015322018    0.10172809743629788    0.0412437777917393    0.06988122301104267    1.9259924332376386    149.0
27    39.19145083427429    4.902712087513766    134.65447964520624    4.902712087513766    0.1023404323315027    0.10716199404706905    0.04743540374276531    0.07491925946075964    1.8983735059834714    122.0
28    37.289955377578735    4.913722409329686    136.14526072956716    4.913722409329686    0.06387957263254074    0.06698766501608659    0.04229637298225307    0.05122368315115605    1.9376032509234307    -1.0
29    36.79048037528992    4.9212730542237315    137.1771360067848    4.9212730542237315    0.05041792974831769    0.0526833426384751    0.043912328265395754    0.04558689496058291    1.931572965074018    -1.0
30    36.84928512573242    4.622011029669446    101.69834501020469    4.622011029669446    0.06587626206425942    0.06817376849071438    0.025389135966397292    0.04787211248273949    2.607181578227081    -1.0
31    37.902976512908936    5.060329606810534    157.64246779213127    5.060329606810534    0.0660564840143349    0.06906294463813607    0.05288349783271449    0.057096363186247154    1.5798668541133516    -1.0
32    37.928590297698975    5.0284711153615085    152.69937441028947    5.0284711153615085    0.06336481568328109    0.06604058209270211    0.05184126690224348    0.05545541495168688    1.6475551253191831    -1.0
33    38.109736919403076    5.067733743872655    158.81400599308822    5.067733743872655    0.10136353999050056    0.10093199804713003    0.05598529303865991    0.08743331021276027    1.5852708934441821    -1.0
34    38.332762002944946    5.078897893173906    160.59696334950507    5.078897893173906    0.1935313965368062    0.17439659124967483    0.08022092993070816    0.1618330950844072    1.5804171130861562    -1.0
