OPUS    TIME    LOG_COL    NAT_COL    OFFSET_LOG    ANTICIPATION_INV    ANTICIPATION_OFF    ANTICIPATION_LIN    ANTICIPATION_EXP    DCPA    CROSSING_DIST
1    46.16909122467041    2.1552611333051863    8.630143502644096    2.1552611333051863    0.569989880309393    0.5681002248922281    0.5274613667007668    0.5519877063777793    28.579166698679558    201.0
2    46.0812771320343    2.152447432367083    8.605894989804183    2.152447432367083    0.5642401059552098    0.5626809547268232    0.5275616399862858    0.5485832639332874    28.46750928324635    200.0
3    60.50191593170166    9.923069598570896    20395.50063852285    9.923069598570896    0.6522861514945656    0.6480500454227546    nan    0.6643843449987233    0.0    59.0
4    55.505645990371704    9.838445910965145    18740.56886457094    9.838445910965145    0.5819473801616811    0.565542085028968    0.548497680864014    0.5609131727040062    0.0    16.0
5    45.729652404785156    2.1608596657511714    8.678595143545113    2.1608596657511714    0.5706060714610707    0.5685975586157702    0.5273165068513955    0.5525095507755309    28.564654009745645    200.0
6    47.91535997390747    2.1379934031604226    8.482399783961512    2.1379934031604226    0.5703339635312348    0.5688384168895085    0.5186462651163037    0.5488496404243243    28.698711991394248    184.0
7    48.106735944747925    2.1681137934060843    8.7417796778441    2.1681137934060843    0.5907476984774762    0.588075047408969    0.534881306209885    0.5663969925671537    28.63487902491189    171.0
8    45.27421426773071    2.1341699346712355    8.450029518454754    2.1341699346712355    0.5593385671967519    0.5575319568870626    0.5282929634014738    0.546824591596078    28.938973091037383    -1.0
9    44.69578289985657    2.1085687386067344    8.236444339583484    2.1085687386067344    0.549217622872427    0.5482307919568358    0.5385838592351516    0.5444946434851938    29.34670498013717    -1.0
10    45.67276072502136    1.9818807235664262    7.256377399842396    1.9818807235664262    0.5349697010785855    0.5370660023140642    0.5642442392453915    0.5447965266977163    31.382422853976657    -1.0
11    60.505484104156494    1.3606793487456859    3.8988410751066453    1.3606793487456859    0.31199724565367376    0.32189629758666577    0.06327101498365227    0.2290475843483045    46.844820124430846    -1.0
12    60.30002307891846    1.3372491257081092    3.8085522334687787    1.3372491257081092    0.3036453560098176    0.31470684364135737    0.07787778611675085    0.22298513387863586    46.92221849689208    -1.0
13    74.97408723831177    1.5003956394292994    4.483462554051059    1.5003956394292994    0.8688843125694944    0.8660781150997207    nan    0.9145409737418456    50.353650740841786    -1.0
14    67.68100666999817    1.7680016993848704    5.859133345456767    1.7680016993848704    0.6284394824051684    0.641982255285376    0.7076358905163115    0.6522996837132311    29.700370319727377    -1.0
15    51.0409049987793    4.422804202443785    83.32963118637511    4.422804202443785    0.6267092497686071    0.6465155796338863    0.6695453705335087    0.6533344575652996    2.660101887414772    -1.0
16    60.45803475379944    1.363465139624253    3.909717573802049    1.363465139624253    0.31154085397230125    0.325180071620197    0.07197954782938128    0.23320296594514026    46.92510342096432    -1.0
17    62.575029373168945    1.355982961342007    3.880573536287978    1.355982961342007    0.32350756055064295    0.3390661781777958    0.0613330785042407    0.23871248942668996    45.43903644627847    -1.0
18    64.64172577857971    1.38044653228458    3.976676945738411    1.38044653228458    0.3517935524927658    0.3655014973088109    0.05807143113550545    0.26276820582480565    44.52324235614564    -1.0
19    58.25572085380554    1.3447165890521684    3.837098910644918    1.3447165890521684    0.30309440054259995    0.3161442818578347    0.08332978798742754    0.23147271619753756    48.452583646415604    -1.0
20    56.08268642425537    1.3340684668269174    3.7964577723567117    1.3340684668269174    0.28561854735297404    0.2975730809780454    0.07517500788709783    0.21843912238327903    50.29336863465811    -1.0
21    52.243781328201294    1.3208740546495386    3.7466947624712232    1.3208740546495386    0.26481410957107027    0.27707339935137426    0.05936337352885663    0.20256892256712553    54.02369334974746    -1.0
