OPUS    TIME   LOG_COL    NAT_COL    OFFSET_LOG    ANTICIPATION_INV   ANTICIPATION_OFF    ANTICIPATION_LIN    ANTICIPATION_EXP
1    31.20661973953247    5.325072874315176    205.42333000382425    5.374953573918774    1.5405869048277385    0.17503656970542797    0.11454956329832724    0.14972837986010015
2    31.165937662124634    5.397637169754322    220.88388799322806    5.387662124502613    8.902600219157792    0.5116400489287437    0.3971541332841925    0.4651527713292065
3    31.092521905899048    5.375058678511392    215.9525437126373    5.382705185952006    14.016031500601043    0.4673804794167208    0.43381394987445104    0.4537857683103476
4    31.119301319122314    5.362006649040488    213.15223932927157    5.372083013556508    24.730234815027185    0.7466326705359371    0.7315641946975473    0.7399113663012156
5    31.389735460281372    4.404539575569222    81.8214615692753    4.400134101043908    9.059024573810584    0.6569954472931531    0.503891820552127    0.5963385036492999
6    31.060587882995605    3.5434978680797764    34.58769102613936    3.5425783745632513    4.036484247920712    0.5256421566500857    0.36747839322870146    0.45994184226545937
7    31.042162656784058    3.849746159932971    46.98113602312442    3.8475161629329824    4.927036464730989    0.5273123118115551    0.41459384424383383    0.4811897942974123
8    31.051475286483765    3.2752507624399536    26.449857279772868    3.2710677652617384    3.769727120824767    0.5777543905525568    0.45067794608776884    0.526674226799288
9    31.37934899330139    2.640733136538409    14.023480966211784    2.641070372168875    2.8838166020807927    0.5452929131334789    0.4409534819688995    0.5006984358543175
10    31.10056161880493    5.068889261669635    158.99762447020103    5.079377668703234    6.297892930139826    0.5743893258098575    0.4172695846211819    0.5146016375097594
11    31.219686031341553    5.039899306466727    154.4544616773671    5.024331965184122    5.154475370102824    0.48733588163746083    0.3059743159638367    0.420345933878804
12    31.173139095306396    5.209873858189533    183.07096383434458    5.233263966480103    9.12963838608178    0.5327419508524905    0.4939619071228605    0.5170812895275008
13    31.20311665534973    5.274086493319743    195.21206750831342    5.233822244220858    22.072868075824093    0.6981329344760513    0.6881291262508055    0.693654632653775
14    31.19984006881714    8.633871885334932    5618.791506505724    7.331327517775587    167.63321750876065    0.5719642567302345    0.49953720632362686    0.5420088107088449
15    31.303689002990723    4.814283837867505    123.2585076180505    4.8332263533788735    6.674669033492006    0.5173977343818362    0.41678914023889224    0.4782644461882506
16    31.24405312538147    4.414591913988282    82.64810648715174    4.3887071131598    4.621468553561073    0.40832598456877645    0.3350002490889396    0.3777950980376591
17    31.005167245864868    3.934299133667045    51.126304691068384    3.9322538739825648    4.737894758323322    0.5942444840024413    0.4466852495805859    0.5314961533241248
18    31.22151207923889    3.419678281595234    30.559581859454358    3.4185644190124607    2.9088685089233386    0.5119141704989465    0.3643946976102456    0.45416746798949725
19    38.15606999397278    2.7074963391262075    14.99169437065842    2.7049269864705874    4.729689243085755    0.8916358281896373    0.6646224575398773    0.8018799786269001
20    38.22366261482239    2.7031612485296823    14.926844683560603    2.7032620346227674    2.8176510195013225    0.4853668623600639    0.3724039378300532    0.43968203211942025
21    39.71251368522644    2.659122629126211    14.283751451906475    2.6497161650629146    4.630106690534531    0.7621685874639036    0.6906852291325434    0.7336034604922548
22    50.74851059913635    2.8622798539496634    17.501382082426304    2.9376740054880055    12.092111235692494    1.1722954000205215    1.1381653204242579    1.1574549322264605
23    37.52063512802124    2.709576099036231    15.022905940629604    2.7076583358261233    5.176095796409694    0.9053124583507381    0.7077881497530661    0.8248539289752442
24    37.39642143249512    2.7098128846085854    15.026463569192119    2.707345162770732    5.466930511596984    0.933587643068513    0.7171238013282801    0.8460751450417464
25    39.076935052871704    2.6874378561301215    14.69397955966155    2.6858474020603293    2.385848237125312    0.5192654644719396    0.327148472856035    0.44594896168420195
26    39.990334272384644    2.6808521905252882    14.597527871759329    2.675361252160289    5.059804858923737    0.8991737453978053    0.6812675877059846    0.8117564834161023
27    42.30652451515198    2.6402159258713684    14.016229747632465    2.634985524529869    4.673685229493228    1.1625371701293234    0.6696270520071073    0.984072179757736
28    38.028135776519775    2.6669658700236303    14.39622284902418    2.6936628985272977    4.454896442654073    0.8842104762144898    0.6374918771444337    0.7889800788182928
29    37.99461102485657    2.6683131292738143    14.415631364640626    2.6938302755747583    3.7162908881175385    0.6654766069819312    0.5297475488191878    0.6122235324963898
30    38.59598994255066    2.6916595583449    14.756144293881606    2.7159378200289908    5.8450523200920985    0.8035935998136092    0.7457978463092622    0.7802325336509291
31    46.50804042816162    2.7306063605810147    15.342187097504496    2.783476006209909    11.904544929121847    1.3585573256168728    1.3162460193073091    1.3401183677366841
32    38.01714849472046    2.671396132800117    14.460143387075862    2.6972390954994125    5.138174159277481    0.8582559858896901    0.7042816266313703    0.7976038480583976
33    37.88328170776367    2.668546999231407    14.41900314199989    2.6913463141687286    4.8051701334976045    0.8195517850690812    0.6546343479039656    0.7554351650940503
34    38.40334343910217    2.6644522422499417    14.360081545356373    2.6943014617410994    5.611115490321961    0.9979651149873789    0.7547836700900041    0.9022036105344602
35    38.75448536872864    2.6701428942607395    14.442032728956015    2.7008825874259403    3.626596839919463    0.738916470582379    0.5272944011463885    0.6566416728570055
36    39.82021617889404    2.656089684751243    14.240495258260152    2.69524223205643    3.2827808030204166    0.6200844701266883    0.4594016841819535    0.5556038483872562
37    38.254132986068726    2.6724070496661048    14.474768781193717    2.6958308178367805    5.127209997561921    0.8382442588964374    0.6754915059117069    0.7740050187527435
38    38.38811206817627    2.680002762365921    14.585133585301115    2.7055957502860206    4.387228559888729    0.5804043231465661    0.5115030771013163    0.5538413561391996
39    38.65950322151184    2.6967341618420257    14.831216194281852    2.7173130125046234    9.36945251851212    1.3238355650246807    1.2166727516460953    1.280735792768455
40    43.900978803634644    2.716342087986799    15.124895396918863    2.753575355199201    9.14715506027529    1.2066468770869407    1.1607825793293636    1.1867940610106045
41    31.166144132614136    2.7545555095613365    15.71405460322317    2.755204204774179    2.8473227314691285    0.5592637337898355    0.4447086969967892    0.5165988344793552
42    31.211531162261963    2.0098529059084274    7.462219618170589    2.008626239581532    2.2895102398186657    0.5027748441770477    0.43349908475388477    0.47605586742764583
43    31.11473250389099    2.6021065064416895    13.492129378677241    2.59763775245308    2.5977499749551853    0.5397217961329941    0.3919704725826716    0.48019972428857277
44    31.20417356491089    1.6292299847354819    5.099946169810618    1.7494908375637712    1.7490821845070832    0.6043528027133472    0.36503542717082565    0.5137828937243036
