OPUS    TIME   LOG_COL    NAT_COL    OFFSET_LOG    ANTICIPATION_INV   ANTICIPATION_OFF    ANTICIPATION_LIN    ANTICIPATION_EXP
19    38.284085750579834    4.942875188851875    140.1726936975699    3.2445783315572805    5.7958050550753955    0.40352537937893634    0.3270630594834446    0.37274264638552645
19    38.284085750579834    4.942875188851875    140.1726936975699    3.2445783315572805    5.7958050550753955    0.40352537937893634    0.3270630594834446    0.37274264638552645
20    38.11660885810852    4.945619668412944    140.55792317585656    3.2447433781061834    9.030948311005714    0.754331753403561    0.5911630208864054    0.6889000173764527
21    39.855151414871216    4.904205022417291    134.8556601551204    3.294638803267327    11.845297805293292    0.7728175151897524    0.7306478909375526    0.7554925294052831
22    50.847493410110474    10.0    250.0    5.196078231729795    18.234832270838755    1.158010354593439    1.145530650884687    1.15238461560908
23    38.97789692878723    4.946655635657775    140.70361203167968    3.241460165838064    9.188060558653582    0.9001450725036282    0.7011830265671378    0.8223107070570091
24    39.987019062042236    4.922747203686043    137.37950473229708    3.2376885491905307    15.11793627465179    2.711612404991881    2.38357895670181    2.576418639268977
25    37.60635542869568    4.953195546036388    141.62681659136916    3.2538438988526153    15.671481688066352    2.992294681183547    2.5405732347109455    2.811265149022498
26    37.51549172401428    4.926342611324881    137.87432906758121    3.2399248138058763    10.585505621693802    1.0584681431467888    0.8908790176342036    0.9918773965716443
27    37.162572622299194    4.58349722804963    97.85602130746453    3.159826752315377    7.1035641037031985    1.1807679685913401    0.5555169355171258    0.9778535929129164
28    38.11027717590332    5.053437836146276    156.5597672046049    3.232051896992911    7.990270462335403    0.651199897040918    0.5231731065728477    0.6011199044934802
28    38.11027717590332    5.053437836146276    156.5597672046049    3.232051896992911    7.990270462335403    0.651199897040918    0.5231731065728477    0.6011199044934802
29    38.0418496131897    5.053651267750604    156.59318557303374    3.2418152885422944    14.419649817735516    2.790623157553723    2.2272093702902973    2.573353111494295
30    38.56222629547119    5.05682993566881    157.0917352503809    3.231673425103806    12.985124652868262    0.9428477898299051    0.8903448385597431    0.921305839029975
31    44.59296536445618    5.360038951319148    212.73323252820256    3.3004155800177806    20.631407811448113    1.6975852405771057    1.6742384113940187    1.6870994336878065
32    39.38326668739319    5.173407103142627    176.5152196809397    3.2244791096165506    9.260443108641985    0.7841730473089215    0.6487889783283    0.7314242406586599
33    41.34095478057861    5.30900016256589    202.1480121635258    3.211091441898368    10.036491616083605    0.9222234601322862    0.7639552796043951    0.8606515578360164
34    37.56019067764282    4.998239204533329    148.1520638199877    3.2282293903662365    9.05114867581386    0.8834291044362963    0.7168084167448127    0.8183826920589049
35    37.19291162490845    4.8915756866031455    133.1632323512648    3.2119859616276756    10.27217219598677    0.9485233968092938    0.7973223319339711    0.8894263784669795
36    37.32061266899109    3.231417988256253    25.315528654472224    2.6248321225407953    6.166629977184401    0.8672195078286744    0.6977894767199385    0.8015821795169249
37    38.24266767501831    5.026934132638639    152.46485837973825    3.22925413316735    9.403742258384034    0.8152011216858643    0.6681876623902299    0.758139324750509
38    38.39009642601013    5.11089308854758    165.81837925994418    3.248120398260071    14.478568199995244    3.8311712229783774    3.5283031901066013    3.7100625295370375
39    38.44959235191345    5.089090398934447    162.2422192201492    3.239577015153641    13.045404632918798    0.9116472046054438    0.8681758519339526    0.8937196210240224
40    45.17851233482361    5.502558378272541    245.3187482615138    3.3188445519286116    19.00650805435088    1.1657683271393111    1.1521996800953642    1.1596463179590313
41    31.192547082901    2.0562035245219996    7.816239249714017    2.31444284171125    4.235192176541287    1.1316388789698901    0.8114218072818493    1.0113711031863954
42    31.210230350494385    1.1785847870992416    3.249771827972172    1.2749676080863563    1.7849180270512377    0.6752237572505138    0.3957075199990009    0.575238572227522
43    31.24326181411743    2.145216818340494    8.543893509295609    1.9235020009671933    3.4590878867488697    0.797883333404896    0.630024812236989    0.733505702285758
44    31.124308109283447    1.2112903242455992    3.3578145279743263    1.1265005749815589    1.6766992685607298    0.628730962300185    0.3679969157688814    0.5360589565521546
