OPUS    TIME    LOG_COL    NAT_COL    OFFSET_LOG    ANTICIPATION_ACC    ANTICIPATION_OMEGA    ANTICIPATION_R    AGG_ACC    AGG_OMEGA    AGG_R    DCPA    CROSSING_DIST    ANT_TIME    AGG_TIME    N_CROSS
1 nan nan nan nan nan nan nan nan nan nan nan nan nan
3 nan nan nan nan nan nan nan nan nan nan nan nan nan
2 nan nan nan nan nan nan nan nan nan nan nan nan nan
4 nan nan nan nan nan nan nan nan nan nan nan nan nan
5    174.51430559158325    0.4592374302018794    1.5828664784780517    0.4592374302018794    0.9325903667215856    0.006248629924719455    0.0011799705447647184    0.8875178336461287    0.46210703495079014    0.45977931684257106    196.02309294749128    224.0    11.901190093610746    48.90921920857147    0.9630864117633704
8    174.46681880950928    0.4460500732910101    1.562129685549726    0.4460500732910101    0.8943889946118748    0.005754757305069937    0.001075408074011122    0.8414381961197395    0.4486169832087085    0.4465297591412405    196.02279400394315    224.0    12.035118377828205    45.08657871177918    0.96309420220697
7    174.42258310317993    0.4598628598639178    1.5838567597681044    0.4598628598639178    0.8932408323173383    0.0057231389384084915    0.0010681260812039908    0.8706311435605952    0.4624947189035329    0.4603540513783155    195.82428629695403    224.0    12.008097018901363    47.333238426592985    0.9635964777738193
6    174.57103610038757    0.4559825121228075    1.5777227535034652    0.4559825121228075    0.9120708359965528    0.005860029657866609    0.0011047324022799875    0.8718708631544648    0.4585806651116156    0.4564680122349012    195.78311999682518    224.0    12.030349827895012    48.96469735064492    0.9635611912516343
9    174.47056365013123    -0.6524865907340301    0.520749275172238    0.04047104137186648    0.9042227214902491    0.005870898791567258    0.0011095144298752654    -0.6524865907340301    -0.6524865907340301    -0.6524865907340301    247.52895947663643    310.0    11.804759913987862    105.42501162254862    0.8792129025222251
11    175.1538736820221    2.5706808389816382    13.074723192505925    2.5706808389816382    2.143149356918188    0.008551852073735506    0.002188161986022633    4.797705871765875    2.586711179199632    2.5737928028228683    239.4826366296652    180.0    11.617549037059943    71.14628269505842    0.6390492537608193
10    188.0149586200714    2.892385580838906    18.036285336828353    2.892385580838906    0.9052172441992544    0.017472447670612224    0.004747331475326335    4.6830307383687675    2.942922636543347    2.9061166939456022    231.653849777567    257.0    12.953006362646349    101.8018981417936    0.5483647396617137
12    188.02679872512817    2.9393101255647673    18.902801253707    2.9393101255647673    0.9047372026318167    0.020080063801586865    0.005606156172497471    4.717876453146917    2.998331660418758    2.9557883571680867    220.42490632390206    257.0    12.731738696604944    83.97255312113721    0.6791345636611128
15    174.6035919189453    0.807421091996684    2.2421183075126963    1.5004857323548064    0.912495315187313    0.0058600234336249404    0.0010976916315233655    1.5277237849297531    0.8118948947977211    0.808256370902477    279.08936243118853    267.0    13.571154503342152    135.43779893914214    0.5014843498756194
16    179.2369258403778    2.6107222488495885    13.608876298445798    2.6107222488495885    0.9142651953873228    0.05034954466142826    0.010302830133958095    4.761070772120467    2.6437400831236286    2.617654328731721    214.26507143355974    278.0    13.600237785468924    60.074709663516764    0.9682428767559607
14    202.97993516921997    8.088061214444302    3255.369983680054    8.088061214444302    1.1995980673758875    0.09420630402680759    0.018890298648258766    17.79048381610956    8.358375501314418    8.135231644360758    160.83401020263466    227.0    14.689780410356354    80.56220966233596    0.5953944418676219
13    213.52430653572083    7.556154091172067    1912.4761426128114    7.556154091172067    1.5182210194388628    0.1053040092471733    0.10786168313100598    9.084181025093592    8.351847411461916    8.371173589443123    291.4279124072239    166.0    14.533110949701273    158.82495367903778    0.6665981641106465
18    174.5763397216797    -1.0737455775960356    0.3417261554928886    -0.3811575387295693    0.9685551951950178    0.006321744071035    0.0011784434705261397    -1.0737455775960356    -1.0737455775960356    -1.0737455775960356    297.3764668892672    262.0    14.496124209194576    99.67251462670042    0.8066601464206419
20    174.55129766464233    2.7077871854860405    14.996055284541077    2.7077871854860405    0.9094016067992243    0.02052692060965923    0.003826507783422125    5.151280796110109    2.7311116150338828    2.7122245013061814    233.82549588608313    277.0    15.164618630879362    143.32421155316814    0.9885440957107288
17    175.16996884346008    2.575568001633375    13.13877788673673    2.575568001633375    0.9209530514834541    0.01788656022676404    0.0032916688079956827    4.944671434926156    2.612256170041689    2.582274719297005    270.55498773941616    321.0    14.537134750640922    153.055486976284    0.9936707961384273
19    175.1471095085144    2.666016433914508    14.382561041749176    2.666016433914508    0.9452290635325762    0.02309011721702911    0.0042976705476231595    5.144017654551055    2.6957882832944073    2.671642089212677    233.4826591903974    253.0    15.227229757377891    139.7438016450431    0.9888750313818204
21    196.89419269561768    2.468340466644807    11.802843377564697    2.468340466644807    0.9048916918170643    0.12467830414757439    0.04322566356330544    4.205837194120293    2.4952543574458272    2.474843629147395    244.20215218172194    261.0    16.71766533748398    116.93738521351248    0.7624794013238165
24    212.55752396583557    2.7860410455003097    16.216691405800912    2.7860410455003097    1.6585447208478128    0.08461415527328282    0.023316825704625073    4.492204879281054    2.838204240987918    2.8003067996427458    169.27883042142776    221.0    18.121696751373783    85.35226611478271    0.9004600941702776
22    266.55780267715454    1.7902293000557872    5.990826005638086    2.0756712655121525    1.0896070858220779    0.14012793780233296    0.028396428035413944    3.307957276124646    1.913118050735083    1.8219963906892236    192.86589437759    243.0    22.62101049028413    152.80287569764155    0.78439825961092
23    343.97473430633545    2.6525440434469565    14.190092977086929    2.6525440434469565    1.1537587357743864    0.2412202609319824    0.06741310012188352    5.059062897013433    2.680183585608371    2.657825774139994    203.4698864390085    191.0    27.312310198818757    134.43093667488125    0.9897442307537355
27    174.53567838668823    0.36260978391907955    1.4370749800495828    0.6542175638170638    3.346523124520811    0.008191887055199675    0.0031758466962014758    0.6888963690458813    0.3647100452112205    0.3630056051893977    295.8754387830711    256.0    14.62933613854515    126.4575900396444    0.9456892913605099
